Date,Time,Air temperature | ('C),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),System power generated | (kW)
23 9 2021,09:00 am,26.163,4.182,110,0.989913,95.8371
23 9 2021,10:00 am,23.763,6.96,101,0.991691,580.732
23 9 2021,11:00 am,23.563,5.022,104,0.992679,198.86
23 9 2021,00:00 pm,23.863,4.785,92,0.991592,169.933
23 9 2021,01:00 pm,25.063,6.396,93,0.989321,446.83
23 9 2021,02:00 pm,26.063,6.634,101,0.990209,500.553
23 9 2021,03:00 pm,26.763,6.485,106,0.989023,464.402
23 9 2021,04:00 pm,26.963,9.135,105,0.988727,1304.89
23 9 2021,05:00 pm,26.863,7.83,111,0.988135,830.162
23 9 2021,06:00 pm,27.363,7.909,121,0.98932,854.652
23 9 2021,07:00 pm,27.863,7.978,126,0.990602,875.136
23 9 2021,08:00 pm,26.563,8.126,128,0.989913,924.049
23 9 2021,09:00 pm,25.763,6.663,122,0.992776,509.088
23 9 2021,10:00 pm,26.963,7.504,133,0.990701,730.65
23 9 2021,11:00 pm,27.363,5.477,148,0.991985,270.354
24 9 2021,00:00 am,27.563,6.12,139,0.991688,380.274
24 9 2021,01:00 am,27.763,5.17,145,0.992083,217.91
24 9 2021,02:00 am,27.863,5.161,150,0.991589,216.061
24 9 2021,03:00 am,27.963,4.894,150,0.991491,180.422
24 9 2021,04:00 am,28.063,4.617,139,0.991787,147.257
24 9 2021,05:00 am,28.063,4.439,140,0.990899,125.704
24 9 2021,06:00 am,26.713,3.945,125,0.991492,72.1163
24 9 2021,07:00 am,25.363,3.45,127,0.992184,32.7675
24 9 2021,08:00 am,25.063,4.231,101,0.990111,102.369
24 9 2021,09:00 am,25.863,3.5,92,0.989913,36.4252
24 9 2021,10:00 am,26.963,4.617,82,0.99465,148.378
24 9 2021,11:00 am,27.563,5.408,97,0.995341,259.453
24 9 2021,00:00 pm,27.663,7.118,88,0.993367,611.174
24 9 2021,01:00 pm,27.663,7.682,90,0.992478,785.439
24 9 2021,02:00 pm,27.763,8.532,81,0.990899,1074.93
24 9 2021,03:00 pm,28.063,6.297,73,0.991984,420.37
24 9 2021,04:00 pm,28.163,6.367,71,0.990504,435.655
24 9 2021,05:00 pm,27.963,6.446,71,0.98922,453.847
24 9 2021,06:00 pm,27.063,5.546,83,0.99159,282.253
24 9 2021,07:00 pm,26.163,4.637,64,0.994059,151.162
24 9 2021,08:00 pm,26.263,4.993,57,0.992183,193.458
24 9 2021,09:00 pm,26.263,4.854,56,0.99159,176.783
24 9 2021,10:00 pm,25.963,4.904,64,0.989617,182.47
25 9 2021,03:00 am,25.963,4.913,353,0.990998,183.661
25 9 2021,04:00 am,25.263,5.497,357,0.989024,274.994
25 9 2021,06:00 am,23.913,3.292,221,0.991099,20.3657
25 9 2021,07:00 am,23.263,3.895,240,0.994258,69.5966
25 9 2021,08:00 am,22.663,5.724,303,0.990014,316.776
25 9 2021,09:00 am,22.763,5.655,299,0.987053,303.929
25 9 2021,10:00 am,23.963,5.437,331,0.989322,266.228
25 9 2021,04:00 pm,26.163,5.25,65,0.98626,231.251
25 9 2021,05:00 pm,26.763,3.984,46,0.985173,74.5543
25 9 2021,06:00 pm,26.313,4.498,348,0.986951,133.094
25 9 2021,07:00 pm,25.863,5.002,355,0.988728,194.108
25 9 2021,08:00 pm,25.763,5.081,324,0.988531,203.578
25 9 2021,09:00 pm,25.563,3.895,312,0.989123,68.2445
25 9 2021,11:00 pm,24.663,3.262,317,0.992283,17.828
26 9 2021,00:00 am,24.363,3.628,308,0.991198,47.3543
26 9 2021,01:00 am,23.963,5.447,309,0.989322,268.128
26 9 2021,02:00 am,23.563,6.831,333,0.989125,549.588
26 9 2021,03:00 am,23.263,7.158,336,0.988237,630.205
26 9 2021,04:00 am,23.363,6.713,331,0.986163,521.355
26 9 2021,05:00 am,23.363,5.21,329,0.985473,227.207
26 9 2021,06:00 am,22.413,5.121,289,0.986263,213.013
26 9 2021,07:00 am,21.463,5.022,283,0.987152,199.166
26 9 2021,08:00 am,21.563,6.248,297,0.987054,417.439
26 9 2021,09:00 am,22.563,5.23,318,0.989027,232.277
26 9 2021,10:00 am,24.263,5.24,339,0.98794,231.949
26 9 2021,11:00 am,26.363,5.388,341,0.989913,255.603
26 9 2021,00:00 pm,27.863,3.342,20,0.989616,23.0821
26 9 2021,01:00 pm,27.563,3.618,68,0.990208,45.4033
26 9 2021,02:00 pm,26.863,3.529,86,0.987247,38.2516
26 9 2021,03:00 pm,26.763,3.905,73,0.986457,68.3475
26 9 2021,04:00 pm,26.763,5.843,63,0.985569,331.032
26 9 2021,05:00 pm,27.663,7.059,52,0.984187,592.444
26 9 2021,06:00 pm,26.113,6.031,35,0.985865,363.763
26 9 2021,07:00 pm,24.563,5.012,18,0.987545,195.94
26 9 2021,08:00 pm,26.563,9.906,9,0.986063,1685.66
26 9 2021,09:00 pm,26.863,8.937,19,0.987938,1229.02
26 9 2021,10:00 pm,26.363,9.807,15,0.989123,1642.32
26 9 2021,11:00 pm,25.963,9.224,12,0.990801,1355.1
27 9 2021,00:00 am,25.563,10.114,12,0.988827,1801.14
27 9 2021,01:00 am,25.063,11.755,15,0.990506,2478.74
27 9 2021,02:00 am,24.463,11.587,13,0.989815,2421.54
27 9 2021,03:00 am,23.763,10.549,10,0.988533,2003.51
27 9 2021,04:00 am,23.163,10.964,10,0.988039,2189.38
27 9 2021,05:00 am,22.463,9.827,7,0.987645,1671.41
27 9 2021,06:00 am,21.563,8.631,351,0.988139,1132.39
27 9 2021,07:00 am,20.663,7.434,346,0.988732,723.762
27 9 2021,08:00 am,20.263,9.896,345,0.98814,1718.05
27 9 2021,09:00 am,20.763,9.075,358,0.99041,1308.15
27 9 2021,10:00 am,21.763,7.899,347,0.991496,868.157
27 9 2021,11:00 am,22.663,7.345,339,0.991791,693.153
27 9 2021,00:00 pm,23.463,6.179,326,0.990507,399.839
27 9 2021,01:00 pm,23.963,7.108,312,0.991888,616.302
27 9 2021,02:00 pm,24.463,7.098,319,0.990308,610.627
27 9 2021,03:00 pm,25.163,6.851,334,0.990012,552.119
27 9 2021,04:00 pm,25.663,6.97,347,0.989518,578.443
27 9 2021,05:00 pm,25.763,6.614,351,0.988531,495.585
27 9 2021,06:00 pm,25.263,7.148,346,0.988432,622.722
27 9 2021,07:00 pm,24.763,7.682,345,0.988236,789.735
27 9 2021,08:00 pm,23.963,9.105,352,0.989322,1305.8
27 9 2021,09:00 pm,23.363,7.464,6,0.993074,729.429
27 9 2021,10:00 pm,22.963,6.515,5,0.990705,478.569
27 9 2021,11:00 pm,22.763,5.744,15,0.991199,320.47
28 9 2021,00:00 am,22.563,6.12,8,0.990903,387.628
28 9 2021,01:00 am,22.163,6.05,0,0.991199,373.404
28 9 2021,02:00 am,21.663,7.82,356,0.993173,845.153
28 9 2021,03:00 am,21.063,7.978,343,0.990114,893.628
28 9 2021,04:00 am,20.463,7.158,357,0.988831,637.621
28 9 2021,05:00 am,20.263,6.851,10,0.989622,560.671
28 9 2021,06:00 am,19.713,6.584,346,0.989622,499.615
28 9 2021,07:00 am,19.163,6.317,332,0.989622,438.483
28 9 2021,08:00 am,19.263,6.584,333,0.988437,499.788
28 9 2021,09:00 am,20.263,5.932,342,0.989819,354.958
28 9 2021,10:00 am,21.563,6.031,347,0.990607,370.652
28 9 2021,11:00 am,22.763,6.456,351,0.991791,465.786
28 9 2021,00:00 pm,23.863,5.309,353,0.990408,244.853
28 9 2021,01:00 pm,24.563,4.459,341,0.989124,129.86
28 9 2021,02:00 pm,25.163,4.538,324,0.987643,138.708
28 9 2021,03:00 pm,25.663,4.587,329,0.987643,144.278
28 9 2021,04:00 pm,25.863,3.826,346,0.98478,62.1352
28 9 2021,05:00 pm,25.963,3.193,337,0.985076,11.2665
28 9 2021,06:00 pm,25.613,3.599,34,0.985273,44.0221
28 9 2021,07:00 pm,25.263,4.014,44,0.985373,77.524
28 9 2021,08:00 pm,24.963,4.518,65,0.989321,136.738
29 9 2021,01:00 am,24.263,3.688,352,0.990309,52.1305
29 9 2021,02:00 am,24.163,4.439,350,0.987446,127.396
29 9 2021,03:00 am,23.963,4.567,346,0.98567,142.557
29 9 2021,04:00 am,23.963,5.358,350,0.985176,251.644
29 9 2021,05:00 am,23.863,5.18,353,0.985176,221.356
29 9 2021,06:00 am,23.213,3.757,352,0.98488,57.4978
29 9 2021,07:00 pm,26.963,3.796,166,0.983989,59.2696
29 9 2021,08:00 pm,26.663,3.47,154,0.986852,33.4736
29 9 2021,09:00 pm,26.563,3.945,181,0.987938,71.7895
29 9 2021,10:00 pm,26.363,3.47,193,0.984187,33.3153
30 9 2021,00:00 am,26.063,3.381,184,0.988334,26.6402
30 9 2021,01:00 am,25.863,3.836,212,0.988531,63.3297
30 9 2021,02:00 am,25.563,4.053,226,0.987544,80.7903
30 9 2021,03:00 am,25.363,4.854,238,0.987347,176.327
30 9 2021,04:00 am,24.763,4.755,265,0.98636,164.742
30 9 2021,05:00 am,23.963,5.279,296,0.986065,238.322
30 9 2021,06:00 am,23.763,4.913,319,0.985867,184.161
30 9 2021,07:00 am,23.563,4.558,327,0.985769,141.741
30 9 2021,08:00 am,23.463,4.053,355,0.987249,81.5261
30 9 2021,09:00 am,24.563,4.656,341,0.990605,153.851
30 9 2021,10:00 am,25.963,6.11,353,0.990406,379.867
30 9 2021,11:00 am,26.963,5.269,3,0.991985,235.407
30 9 2021,00:00 pm,27.663,4.884,23,0.991096,179.258
30 9 2021,01:00 pm,27.763,5.012,49,0.991886,194.584
30 9 2021,02:00 pm,27.363,5.932,68,0.988727,346.531
30 9 2021,03:00 pm,27.163,5.507,63,0.988037,274.414
30 9 2021,04:00 pm,27.063,5.981,62,0.989714,355.521
30 9 2021,05:00 pm,23.763,6.248,64,0.991888,415.997
30 9 2021,06:00 pm,23.813,6.495,54,0.993172,473.747
30 9 2021,07:00 pm,23.863,6.732,56,0.994455,529.221
30 9 2021,08:00 pm,23.763,5.813,46,0.993863,332.106
30 9 2021,09:00 pm,23.463,5.536,45,0.996332,285.847
30 9 2021,10:00 pm,23.263,5.22,45,0.995344,231.854
30 9 2021,11:00 pm,22.963,5.586,40,0.993469,294.011
1 10 2021,00:00 am,22.763,5.437,42,0.994654,269.141
1 10 2021,01:00 am,22.663,5.002,45,0.99337,197.202
1 10 2021,02:00 am,22.663,5.427,45,0.992876,267.137
1 10 2021,03:00 am,22.663,5.131,59,0.992186,216.218
1 10 2021,04:00 am,22.763,4.795,57,0.991001,171.734
1 10 2021,05:00 am,22.763,5.2,58,0.991791,227.548
1 10 2021,06:00 am,22.663,4.617,56,0.991988,150.552
1 10 2021,07:00 am,22.563,4.034,45,0.992186,80.807
1 10 2021,08:00 am,22.563,3.44,28,0.994358,33.0369
1 10 2021,10:00 am,23.463,3.055,45,0.995146,1.70099
1 10 2021,00:00 pm,24.363,4.281,58,0.994257,109.357
1 10 2021,01:00 pm,24.163,5.823,72,0.994158,333.379
1 10 2021,02:00 pm,23.663,6.436,78,0.993863,460.678
1 10 2021,03:00 pm,23.263,7.316,93,0.991198,682.116
1 10 2021,04:00 pm,23.163,7.167,104,0.989421,634.612
1 10 2021,05:00 pm,23.363,6.821,104,0.989619,548.412
1 10 2021,06:00 pm,23.813,6.05,94,0.990309,371.178
1 10 2021,07:00 pm,24.263,5.289,95,0.990902,241.189
1 10 2021,08:00 pm,24.363,5.042,85,0.991198,200.428
1 10 2021,09:00 pm,24.363,4.824,97,0.992974,174.567
1 10 2021,10:00 pm,24.363,4.706,100,0.992185,160.377
1 10 2021,11:00 pm,24.363,4.785,93,0.98942,169.19
2 10 2021,00:00 am,24.363,5.121,95,0.991888,212.754
2 10 2021,01:00 am,24.463,4.973,106,0.992875,192.267
2 10 2021,02:00 am,24.463,4.735,111,0.991592,163.657
2 10 2021,03:00 am,24.563,4.755,123,0.990999,165.762
2 10 2021,04:00 am,24.663,5.902,124,0.989914,344.859
2 10 2021,05:00 am,24.863,6.614,115,0.98942,497.577
2 10 2021,06:00 am,24.463,5.882,118,0.989124,341.412
2 10 2021,07:00 am,24.063,5.161,84,0.988927,218.991
2 10 2021,08:00 am,23.763,4.004,56,0.989915,77.756
2 10 2021,10:00 am,25.163,3.44,80,0.992381,32.0588
2 10 2021,11:00 am,25.663,4.132,87,0.992381,90.5304
2 10 2021,00:00 pm,25.763,5.615,79,0.9909,295.135
2 10 2021,01:00 pm,25.463,6.723,82,0.990901,522.494
2 10 2021,02:00 pm,24.463,7.869,86,0.991494,851.343
2 10 2021,03:00 pm,23.863,6.999,86,0.990803,589.095
2 10 2021,04:00 pm,23.063,7.939,95,0.988237,874.212
2 10 2021,05:00 pm,22.563,7.444,93,0.988138,721.431
2 10 2021,06:00 pm,24.363,7.523,97,0.989914,742.702
2 10 2021,07:00 pm,26.163,7.612,84,0.99159,766.961
2 10 2021,08:00 pm,24.463,8.057,72,0.991198,909.591
2 10 2021,09:00 pm,24.163,6.634,91,0.993073,505.285
2 10 2021,10:00 pm,24.663,5.635,89,0.993073,300.418
2 10 2021,11:00 pm,25.263,5.615,91,0.992973,296.335
3 10 2021,00:00 am,25.863,6.535,86,0.992776,479.343
3 10 2021,01:00 am,26.263,7.672,94,0.993861,787.341
3 10 2021,02:00 am,26.463,8.7,104,0.992479,1145.39
3 10 2021,03:00 am,26.263,8.769,112,0.993072,1173.1
3 10 2021,04:00 am,26.063,5.862,116,0.991789,337.326
3 10 2021,05:00 am,25.863,5.072,111,0.990702,202.904
3 10 2021,06:00 am,25.613,5.991,108,0.992085,359.675
3 10 2021,07:00 am,25.363,6.92,102,0.993467,569.559
3 10 2021,08:00 am,26.563,6.703,93,0.991689,516.387
3 10 2021,09:00 am,26.763,6.555,81,0.994453,483.299
3 10 2021,10:00 am,26.463,5.398,73,0.994552,258.631
3 10 2021,11:00 am,26.363,6.406,70,0.994256,449.431
3 10 2021,00:00 pm,26.163,6.634,58,0.99317,502.106
3 10 2021,01:00 pm,26.963,7.513,60,0.993663,735.762
3 10 2021,02:00 pm,26.763,8.581,65,0.991294,1097.63
3 10 2021,03:00 pm,26.263,9.303,64,0.991689,1394.53
3 10 2021,04:00 pm,26.063,9.501,56,0.989419,1491.18
3 10 2021,05:00 pm,25.963,9.056,56,0.98863,1279.09
3 10 2021,06:00 pm,25.913,10.351,58,0.990307,1907.75
3 10 2021,07:00 pm,25.863,11.636,62,0.991888,2435.21
3 10 2021,08:00 pm,25.763,11.923,59,0.991986,2535.94
3 10 2021,09:00 pm,25.663,10.143,71,0.994059,1822.88
3 10 2021,10:00 pm,25.463,8.522,66,0.995145,1084.06
3 10 2021,11:00 pm,25.363,7.296,62,0.993368,672.196
4 10 2021,00:00 am,25.263,6.278,57,0.991888,420.503
4 10 2021,01:00 am,25.263,5.922,52,0.993764,348.893
4 10 2021,02:00 am,25.263,6.09,41,0.993072,377.937
4 10 2021,03:00 am,25.163,6.159,41,0.99327,393.895
4 10 2021,04:00 am,25.163,6.94,37,0.992973,574.522
4 10 2021,05:00 am,25.163,7.533,29,0.991789,745.193
4 10 2021,06:00 am,24.463,7.642,352,0.992678,781.657
4 10 2021,07:00 am,23.763,7.751,14,0.993666,818.282
4 10 2021,08:00 am,24.663,9.095,22,0.993665,1304.33
4 10 2021,09:00 am,25.263,9.392,31,0.993368,1447.04
4 10 2021,10:00 am,25.563,10.499,32,0.994059,1981.17
4 10 2021,11:00 am,25.563,10.776,34,0.994157,2103.58
4 10 2021,00:00 pm,25.663,10.41,47,0.993664,1940.24
4 10 2021,01:00 pm,25.763,10.41,50,0.993763,1940.24
4 10 2021,02:00 pm,26.163,10.005,48,0.994157,1751.05
4 10 2021,03:00 pm,26.663,9.936,47,0.993466,1712.51
4 10 2021,04:00 pm,26.663,9.55,50,0.991689,1516.18
4 10 2021,05:00 pm,26.363,8.977,43,0.99159,1250.35
4 10 2021,06:00 pm,26.313,7.998,39,0.992183,886.289
4 10 2021,07:00 pm,26.263,7.029,30,0.992677,592.702
4 10 2021,08:00 pm,26.163,7.682,26,0.992183,789.306
4 10 2021,09:00 pm,25.363,9.768,8,0.993269,1635.08
4 10 2021,10:00 pm,24.563,9.619,357,0.993961,1565.73
4 10 2021,11:00 pm,24.463,9.046,2,0.994553,1287.4
5 10 2021,00:00 am,24.463,10.618,10,0.992382,2036.4
5 10 2021,01:00 am,24.263,10.885,9,0.994653,2159.21
5 10 2021,02:00 am,24.063,10.222,15,0.992777,1863.93
5 10 2021,03:00 am,23.663,10.064,14,0.99337,1793.44
5 10 2021,04:00 am,23.363,10.479,15,0.992778,1980.64
5 10 2021,05:00 am,23.163,10.232,17,0.991495,1871.29
5 10 2021,06:00 am,23.213,10.39,15,0.991988,1941.24
5 10 2021,07:00 am,23.263,10.558,15,0.992383,2015.61
5 10 2021,08:00 am,24.163,10.667,22,0.991987,2059.03
5 10 2021,09:00 am,24.463,10.974,13,0.994948,2197.99
5 10 2021,10:00 am,24.963,10.993,25,0.994455,2202.88
5 10 2021,11:00 am,25.063,10.726,35,0.996034,2086.78
5 10 2021,00:00 pm,24.663,9.876,46,0.993862,1695.54
5 10 2021,01:00 pm,24.463,10.667,45,0.995936,2063.69
5 10 2021,02:00 pm,24.363,10.815,45,0.99406,2126.74
5 10 2021,03:00 pm,24.663,10.203,40,0.99327,1853.24
5 10 2021,04:00 pm,24.963,9.392,45,0.991394,1445.49
5 10 2021,05:00 pm,24.863,8.581,47,0.992382,1105.76
5 10 2021,06:00 pm,24.663,8.522,62,0.992382,1083.23
5 10 2021,07:00 pm,24.463,8.472,51,0.992481,1065.69
5 10 2021,08:00 pm,24.563,5.754,34,0.992678,320.725
5 10 2021,11:00 pm,24.363,4.152,9,0.994553,93.9645
6 10 2021,00:00 am,24.163,5.744,4,0.994752,320.097
6 10 2021,01:00 am,23.963,5.457,359,0.993666,271.123
6 10 2021,02:00 am,23.763,4.973,353,0.992185,192.729
6 10 2021,03:00 am,23.663,5.378,358,0.991987,257.265
6 10 2021,04:00 am,23.463,5.951,8,0.992679,355.511
6 10 2021,05:00 am,23.263,6.406,6,0.991593,453.471
6 10 2021,06:00 am,23.663,6.159,21,0.992975,396.251
6 10 2021,07:00 am,24.063,5.912,10,0.994357,348.855
6 10 2021,08:00 am,24.263,4.478,26,0.992481,132.93
6 10 2021,09:00 am,24.863,5.339,44,0.99554,250.515
6 10 2021,10:00 am,25.363,6.04,46,0.991789,368.2
6 10 2021,11:00 am,25.663,7.662,40,0.99554,786.973
6 10 2021,00:00 pm,25.463,7.622,52,0.994751,774.527
6 10 2021,01:00 pm,24.863,7.82,63,0.995639,838.392
6 10 2021,02:00 pm,24.163,7.78,68,0.993566,825.934
6 10 2021,03:00 pm,23.763,7.83,70,0.993271,842.577
6 10 2021,04:00 pm,23.563,7.533,70,0.992482,750.037
6 10 2021,05:00 pm,23.663,6.307,65,0.991099,429.433
6 10 2021,06:00 pm,23.663,7.167,52,0.991,634.618
6 10 2021,07:00 pm,23.663,8.028,62,0.990902,902.727
6 10 2021,08:00 pm,23.963,7.336,77,0.990507,686.019
6 10 2021,09:00 pm,24.063,5.902,85,0.991888,346.203
6 10 2021,10:00 pm,23.963,5.447,88,0.993469,269.226
6 10 2021,11:00 pm,23.863,5.783,87,0.991691,326.07
7 10 2021,00:00 am,23.763,5.022,75,0.991395,198.456
7 10 2021,01:00 am,23.663,3.648,73,0.992284,49.298
7 10 2021,04:00 am,23.263,3.836,60,0.988829,64.3415
7 10 2021,05:00 am,23.263,5.259,71,0.98952,236.692
7 10 2021,04:00 pm,26.163,4.567,88,0.98399,140.9
7 10 2021,05:00 pm,24.263,8.028,100,0.983596,894.725
7 10 2021,06:00 pm,24.063,7.721,109,0.985374,801.414
7 10 2021,07:00 pm,23.863,7.425,118,0.98715,711.364
7 10 2021,08:00 pm,24.163,4.973,137,0.985274,191.069
7 10 2021,09:00 pm,24.263,4.637,145,0.990408,151.661
7 10 2021,10:00 pm,24.263,5.081,146,0.991099,205.603
7 10 2021,11:00 pm,24.263,6.307,158,0.987644,426.753
8 10 2021,00:00 am,24.163,5.833,169,0.985175,332.079
8 10 2021,01:00 am,23.863,4.864,184,0.985966,178.325
8 10 2021,02:00 am,23.663,5.507,193,0.986163,277.469
8 10 2021,03:00 am,23.363,6.228,190,0.986459,409.378
8 10 2021,04:00 am,23.363,6.851,177,0.985078,552.676
8 10 2021,05:00 am,23.363,7.365,172,0.985374,692.392
8 10 2021,06:00 am,23.913,6.881,158,0.985275,558.733
8 10 2021,07:00 am,24.463,6.406,148,0.985175,448.063
8 10 2021,08:00 am,24.763,5.24,186,0.984386,230.38
8 10 2021,09:00 am,25.563,4.063,186,0.985865,81.4101
8 10 2021,02:00 pm,26.663,4.518,94,0.986457,135.188
8 10 2021,03:00 pm,25.963,8.057,101,0.984484,899.452
8 10 2021,04:00 pm,25.263,9.441,108,0.984188,1456.99
8 10 2021,05:00 pm,25.263,9.787,117,0.98478,1630.14
8 10 2021,06:00 pm,25.663,8.166,96,0.986064,937.279
8 10 2021,07:00 pm,26.063,6.545,94,0.987346,478.29
8 10 2021,08:00 pm,24.663,6.693,92,0.983399,513.032
8 10 2021,09:00 pm,24.763,7.731,89,0.988631,805.279
8 10 2021,10:00 pm,23.963,8.294,101,0.989816,996.618
8 10 2021,11:00 pm,23.663,4.983,76,0.988039,193.32
9 10 2021,00:00 am,22.463,5.111,312,0.989126,212.101
9 10 2021,02:00 am,23.063,3.806,14,0.986658,61.6836
9 10 2021,05:00 am,22.063,6.297,312,0.987843,427.752
9 10 2021,06:00 am,22.613,5.467,318,0.987941,272.319
9 10 2021,07:00 am,23.163,4.637,289,0.987941,151.886
9 10 2021,09:00 am,25.963,4.004,337,0.988334,76.7902
9 10 2021,10:00 am,27.563,7.523,321,0.989714,734.216
9 10 2021,11:00 am,28.863,8.502,309,0.99149,1060.22
9 10 2021,00:00 pm,29.163,10.272,307,0.992871,1859.89
9 10 2021,01:00 pm,29.263,10.509,304,0.992378,1964.14
9 10 2021,02:00 pm,29.063,10.272,307,0.990108,1856.79
9 10 2021,03:00 pm,28.963,9.135,306,0.991391,1300.32
9 10 2021,04:00 pm,29.063,8.502,306,0.989516,1057.37
9 10 2021,05:00 pm,28.963,7.237,310,0.987442,640.401
9 10 2021,06:00 pm,29.363,6.04,335,0.989614,362.898
9 10 2021,07:00 pm,29.763,4.854,330,0.991786,174.454
9 10 2021,08:00 pm,29.863,5.2,304,0.990699,220.472
9 10 2021,09:00 pm,29.763,5.783,310,0.991194,319.191
9 10 2021,10:00 pm,29.663,5.655,305,0.994253,298.872
9 10 2021,11:00 pm,29.263,6.04,299,0.993562,364.156
10 10 2021,00:00 am,28.463,6.584,312,0.995341,487.586
10 10 2021,01:00 am,27.563,7.078,306,0.993663,602.199
10 10 2021,02:00 am,26.263,7.266,317,0.990998,658.801
10 10 2021,03:00 am,24.663,7.415,337,0.993468,711.092
10 10 2021,04:00 am,24.263,5.18,2,0.991296,222.982
10 10 2021,05:00 am,24.963,5.536,26,0.991888,282.851
10 10 2021,06:00 am,23.813,4.933,10,0.993469,188.139
10 10 2021,07:00 am,22.663,4.33,357,0.995147,116.537
10 10 2021,08:00 am,21.763,5.329,337,0.993766,251.441
10 10 2021,09:00 am,22.563,4.043,349,0.993272,81.7125
10 10 2021,10:00 am,23.963,3.875,358,0.994554,67.7644
10 10 2021,11:00 am,25.663,3.856,9,0.995145,65.6988
10 10 2021,00:00 pm,26.963,4.162,10,0.995539,93.9383
10 10 2021,01:00 pm,27.563,3.253,25,0.99238,16.2641
10 10 2021,02:00 pm,27.563,3.608,48,0.99238,44.8116
10 10 2021,03:00 pm,26.463,5.981,79,0.992776,357.245
10 10 2021,04:00 pm,25.163,7.276,101,0.99169,665.206
10 10 2021,05:00 pm,25.063,5.072,109,0.991295,203.582
10 10 2021,06:00 pm,24.563,4.627,109,0.992283,150.623
10 10 2021,07:00 pm,24.063,4.192,109,0.99327,98.7858
11 10 2021,00:00 am,24.163,3.035,334,0.996035,0.0142225
11 10 2021,01:00 am,23.863,5.012,353,0.995245,198.06
11 10 2021,02:00 am,23.463,6.021,357,0.993962,368.029
11 10 2021,03:00 am,22.963,5.655,358,0.995147,306.34
11 10 2021,04:00 am,22.663,6.347,7,0.993074,441.322
11 10 2021,05:00 am,22.363,6.505,13,0.991988,477.963
11 10 2021,06:00 am,22.913,6.742,7,0.993863,532.923
11 10 2021,07:00 am,23.463,6.97,354,0.995738,585.796
11 10 2021,08:00 am,23.163,6.713,352,0.993172,525.373
11 10 2021,09:00 am,23.663,5.932,355,0.993962,352.477
11 10 2021,10:00 am,24.963,6.248,356,0.998403,417.167
11 10 2021,11:00 am,26.063,5.042,7,0.995934,200.233
11 10 2021,00:00 pm,25.763,7.83,38,0.995244,838.483
11 10 2021,01:00 pm,24.063,9.945,45,0.995442,1734.83
11 10 2021,02:00 pm,23.463,8.077,48,0.994061,920.523
11 10 2021,03:00 pm,23.763,7.662,44,0.992678,789.756
11 10 2021,04:00 pm,24.863,7.988,39,0.992086,887.752
11 10 2021,05:00 pm,25.563,8.117,35,0.992973,926.756
11 10 2021,06:00 pm,25.613,7.434,43,0.993368,714.297
11 10 2021,07:00 pm,25.663,6.742,60,0.993861,527.794
11 10 2021,08:00 pm,25.263,6.258,65,0.99248,415.923
11 10 2021,09:00 pm,25.163,5.704,65,0.995441,312.407
11 10 2021,10:00 pm,25.163,5.546,49,0.997712,286.189
11 10 2021,11:00 pm,25.063,6.762,40,0.996132,534.946
12 10 2021,00:00 am,24.963,6.97,31,0.99327,581.734
12 10 2021,01:00 am,24.663,5.803,29,0.996331,330.133
12 10 2021,02:00 am,24.363,4.3,18,0.993961,111.725
12 10 2021,03:00 am,23.763,4.508,6,0.994159,137.147
12 10 2021,04:00 am,23.163,5.566,3,0.993172,290.287
12 10 2021,05:00 am,22.463,7.207,356,0.993371,651.822
12 10 2021,06:00 am,22.263,6.881,350,0.992384,565.676
12 10 2021,07:00 am,22.063,6.564,351,0.991396,492.14
12 10 2021,08:00 am,22.563,7.444,345,0.992284,724.669
12 10 2021,09:00 am,23.463,5.665,341,0.995937,307.555
12 10 2021,10:00 am,24.963,5.971,355,0.995244,358.087
12 10 2021,11:00 am,26.363,5.803,16,0.995342,327.929
12 10 2021,00:00 pm,26.963,6.446,36,0.994452,457.795
12 10 2021,01:00 pm,26.863,7.563,53,0.99623,753.569
12 10 2021,02:00 pm,26.563,7.385,57,0.992183,695.896
12 10 2021,03:00 pm,26.463,7.286,55,0.992479,665.156
12 10 2021,04:00 pm,26.163,7.286,66,0.9909,665.156
12 10 2021,05:00 pm,25.563,6.614,75,0.991295,497.347
12 10 2021,06:00 pm,25.413,5.813,72,0.99169,329.467
12 10 2021,07:00 pm,25.263,5.022,59,0.992085,197.59
12 10 2021,08:00 pm,25.263,4.063,53,0.992874,82.4159
12 10 2021,09:00 pm,25.163,4.864,57,0.993171,178.893
12 10 2021,10:00 pm,25.063,5.704,56,0.99406,312.065
12 10 2021,11:00 pm,25.063,5.813,51,0.994751,330.642
13 10 2021,00:00 am,25.063,5.665,47,0.993566,305.419
13 10 2021,01:00 am,24.963,4.409,33,0.993073,124.439
13 10 2021,02:00 am,24.663,4.686,31,0.991197,157.446
13 10 2021,03:00 am,24.363,4.666,14,0.992579,155.492
13 10 2021,04:00 am,23.763,5.378,356,0.992778,257.447
13 10 2021,05:00 am,23.163,5.497,345,0.991495,277.749
13 10 2021,06:00 am,23.013,6.12,349,0.991692,387.464
13 10 2021,07:00 am,22.863,6.752,350,0.991889,533.898
13 10 2021,08:00 am,23.263,6.831,355,0.992482,552.203
13 10 2021,09:00 am,24.263,7.019,6,0.99406,594.772
13 10 2021,10:00 am,25.563,8.542,20,0.995639,1091.88
