Date,Time,Air temperature | ('C),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),System power generated | (kW)
7 4 2021,08:00 pm,22.063,11.359,108,0.988337,2350.24
7 4 2021,09:00 pm,21.963,12.17,120,0.98804,2632.46
7 4 2021,10:00 pm,21.963,11.715,122,0.986856,2473.98
7 4 2021,11:00 pm,21.963,11.873,125,0.988139,2531.39
8 4 2021,00:00 am,22.063,12.002,132,0.987942,2576.81
8 4 2021,01:00 am,22.063,9.916,147,0.987744,1719.79
8 4 2021,02:00 am,22.163,8.126,159,0.986855,935.641
8 4 2021,03:00 am,22.263,8.146,169,0.986263,942.313
8 4 2021,04:00 am,22.363,8.126,162,0.985868,934.669
8 4 2021,05:00 am,22.463,8.403,156,0.985868,1039.39
8 4 2021,06:00 am,22.263,8.037,142,0.98577,904.495
8 4 2021,07:00 am,22.063,7.662,140,0.985671,788.689
8 4 2021,08:00 am,22.163,7.434,137,0.986559,717.693
8 4 2021,09:00 am,22.363,7.652,128,0.987645,786.357
8 4 2021,10:00 am,22.263,8.037,122,0.988139,906.279
8 4 2021,11:00 am,22.063,8.739,122,0.987448,1170.15
8 4 2021,00:00 pm,21.763,10.657,121,0.986461,2057.25
8 4 2021,01:00 pm,21.663,10.667,122,0.987942,2065.89
8 4 2021,02:00 pm,21.663,11.161,126,0.985968,2279.16
8 4 2021,03:00 pm,21.763,11.478,126,0.985375,2389.46
8 4 2021,04:00 pm,21.863,11.241,129,0.984289,2304.18
